Hotel Name,Location,Rating,Room Score,Room Type,Bed Type,Price,City,Country,twins,fulls,queen,king,sofa beds,bunk beds,futon beds,Number of bed
Dusit Thani Laguna Phuket - SHA Extra Plus,"Laguna Phuket, Bang Tao Beach",8.4,8.6,Deluxe Double or Twin Room with Ocean View,1 king bed,423.038,Bang Tao Beach,Thailand,0,0,0,1,0,0,0,1
"InterContinental Koh Samui Resort, an IHG Hotel - SHA Extra Plus",Taling Ngam Beach,8.9,9.4,Two-Bedroom Family Villa,"3 beds (2 twins, 1 king)",1317.972,Taling Ngam Beach,Thailand,2,0,0,1,0,0,0,3
Grand Mercure Khao Lak Bangsak,"Bangsak Beach, Khao Lak",9.0,9.4,Deluxe Twin Room,2 twin beds,148.346,Khao Lak,Thailand,2,0,0,0,0,0,0,2
Grand Mercure Khao Lak Bangsak,"Bangsak Beach, Khao Lak",9.0,9.4,Deluxe Twin Room,2 twin beds,148.346,Khao Lak,Thailand,2,0,0,0,0,0,0,2
Bandahara,Satun,8.1,8.1,Apartment with Balcony,1 full bed,52.403,Satun,Thailand,0,1,0,0,0,0,0,1
"Supalai Scenic Bay Resort And Spa, SHA Extra Plus",Por Bay,7.6,8.4,Super Deluxe Double room with Sea view,1 king bed,121.294,Por Bay,Thailand,0,0,0,1,0,0,0,1
Sofitel Krabi Phokeethra Golf and Spa Resort,Klong Muang Beach,8.4,9.2,Superior Room with King Bed and Balcony,1 king bed,308.195,Klong Muang Beach,Thailand,0,0,0,1,0,0,0,1
Sofitel Krabi Phokeethra Golf and Spa Resort,Klong Muang Beach,8.4,9.2,Superior Room with King Bed and Balcony,1 king bed,308.195,Klong Muang Beach,Thailand,0,0,0,1,0,0,0,1
Serenity Hotel and Spa Kabinburi,Kabin Buri,8.7,8.9,Executive Pool View include Onsen,1 king bed,226.43200000000002,Kabin Buri,Thailand,0,0,0,1,0,0,0,1
MEET Boutique Resort,Suratthani,8.2,8.6,Deluxe King Room,1 king bed,115.804,Suratthani,Thailand,0,0,0,1,0,0,0,1
Mövenpick Siam Hotel Na Jomtien Pattaya,Na Jomtien,8.2,8.5,Deluxe Twin Room with Sea View,2 twin beds,304.867,Pattaya,Thailand,2,0,0,0,0,0,0,2
The Orchid Resort & Relax,Maha Sarakham,7.8,8.0,Deluxe Bungalow with Garden View,1 king bed,54.991,Maha Sarakham,Thailand,0,0,0,1,0,0,0,1
Rabbit Hotel Phimai,Phimai,7.7,8.1,Superior Double Room,1 king bed,66.83800000000001,Phimai,Thailand,0,0,0,1,0,0,0,1
Phanomrungpuri Hotel Buriram,Nang Rong,8.5,8.8,Superior King Room,1 king bed,77.569,Nang Rong,Thailand,0,0,0,1,0,0,0,1
"Holiday Inn Express Pattaya Central, an IHG Hotel - SHA Extra Plus",Pattaya,8.5,9.1,Standard Queen Room - Non-Smoking,1 queen bed,92.025,Pattaya,Thailand,0,0,1,0,0,0,0,1
Carlton Hotel Bangkok Sukhumvit - SHA Extra Plus,"Wattana, Bangkok",9.3,9.7,Executive Room,Multiple bed types,478.958,Bangkok,Thailand,0,0,0,0,0,0,0,0
ibis Styles Krabi Ao Nang,Ao Nang Beach,8.3,8.5,Standard Twin Room,2 twin beds,79.048,Krabi,Thailand,2,0,0,0,0,0,0,2
"Kimpton Kitalay Samui, an IHG Hotel",Choeng Mon Beach,9.3,9.7,Standard Double Room,1 king bed,631.289,Choeng Mon Beach,Thailand,0,0,0,1,0,0,0,1
Dream riverside,Ban Rai,8.6,9.2,Quadruple Room with Mountain View,4 bunk beds,74.399,Ban Rai,Thailand,0,0,0,0,0,4,0,4
Noku Phuket,Chalong,9.1,9.5,Loft Studio with Twin Bed,2 twin beds,552.883,Phuket,Thailand,2,0,0,0,0,0,0,2
De Chai Colonial Hotel & Spa - SHA Plus,"Chang Moi, Chiang Mai",8.7,9.1,Grand Deluxe Double or Twin Room (Room Only),   1 double or 2 twins,171.925,Chiang Mai,Thailand,2,0,0,0,0,0,0,2
Dinso Resort & Villas Phuket an IHG Hotel,"Nanai Road, Patong Beach",8.8,9.1,Premium Room,,264.387,Patong Beach,Thailand,0,0,0,0,0,0,0,0
Supachai Inn,Ban Ba Ngan,7.9,8.2,Premium Quadruple Room,2 king beds,54.344,Not specified,Thailand,0,0,0,2,0,0,0,2
Hua Hin Marriott Resort and Spa,Hua Hin,8.8,9.3,"Superior, Guest room, 2 Double, Resort view",2 queen beds,391.847,Hua Hin,Thailand,0,0,2,0,0,0,0,2
The Sea Koh Samui Resort and Residences by Tolani - SHA Extra Plus,Koh Samui,7.9,8.4,Deluxe Suite Sea View,1 king bed,336.71,Koh Samui,Thailand,0,0,0,1,0,0,0,1
Hotel Thomas Bangkok,Makkasan,8.4,8.8,Suite with Terrace,"2 beds (1 sofa bed, 1 queen)",542.206,Makkasan,Thailand,0,0,1,0,0,0,0,2
Wyndham Hua Hin Pranburi Resort & Villas,"Pak Nam Pran, Ban Pak Nam Pran",9.0,9.2,Garden Twin Room,2 twin beds,216.035,Pak Nam Pran,Thailand,2,0,0,0,0,0,0,2
Sugar Marina Resort-SURF-Kata Beach - SHA Plus,Kata Beach,7.9,8.0,Deluxe Double or Twin Room,Multiple bed types,132.851,Kata Beach,Thailand,0,0,0,0,0,0,0,0
Sugar Marina Resort-SURF-Kata Beach - SHA Plus,Kata Beach,7.9,8.0,Deluxe Double or Twin Room,Multiple bed types,132.851,Kata Beach,Thailand,0,0,0,0,0,0,0,0
Hop Inn Mae Sot,Mae Sot,8.4,8.6,Standard  Double Room,1 full bed,40.111000000000004,Mae Sot,Thailand,0,1,0,0,0,0,0,1
Hop Inn Mae Sot,Mae Sot,8.4,8.6,Standard  Double Room,1 full bed,40.111000000000004,Mae Sot,Thailand,0,1,0,0,0,0,0,1
Pullman Phuket Panwa Beach Resort,Panwa Beach,8.1,8.6,Deluxe King Room,1 king bed,252.89600000000002,Phuket,Thailand,0,0,0,1,0,0,0,1
Bangrak Pier Bungalow,Bangrak Beach,8.9,9.1,Bungalow with Garden View,1 king bed,118.53,Bangrak Beach,Thailand,0,0,0,1,0,0,0,1
Baan Tonjaeng Resort,Chai Nat,9.0,9.2,Deluxe Double Room,1 king bed,61.46,Chai Nat,Thailand,0,0,0,1,0,0,0,1
ibis Bangkok Sukhumvit 24,"Khlong Toei, Bangkok",8.2,8.6,Standard Queen Room,1 queen bed,112.277,Bangkok,Thailand,0,0,1,0,0,0,0,1
Lada Krabi Residence Hotel - SHA Plus,Krabi,8.2,8.5,Superior Double Room,1 full bed,64.339,Krabi,Thailand,0,1,0,0,0,0,0,1
Pimalai Resort & Spa - SHA Extra Plus,"Kan Tiang Beach, Ko Lanta",9.6,9.7,Deluxe Room - Free Krabi Airport Transfer,1 queen bed,827.816,Ko Lanta,Thailand,0,0,1,0,0,0,0,1
Shangrilah Bungalow,Mae Nam,8.5,8.5,Standard Double Room,1 full bed,93.161,Ko Samui,Thailand,0,1,0,0,0,0,0,1
Hotel Zing,Pattaya South,8.1,8.4,Superior Double Room South Wing,1 full bed,61.647,Pattaya,Thailand,0,1,0,0,0,0,0,1
The deer resort,Chiang Mai,7.8,8.4,Twin Room with Bath,2 twin beds,101.796,Chiang Mai,Thailand,2,0,0,0,0,0,0,2
Cross Pattaya Pratamnak - SHA Plus,Pattaya South,8.9,9.4,Cross - Elite Suite,1 king bed,433.476,Pattaya,Thailand,0,0,0,1,0,0,0,1
Novotel Bangkok Sukhumvit 4,"Khlong Toei, Bangkok",8.4,9.0,Deluxe Twin Room,2 twin beds,175.964,Bangkok,Thailand,2,0,0,0,0,0,0,2
SYLVAN Koh Chang,"Kai Bae Beach, Ko Chang",8.5,8.9,Grand Deluxe Sea View,Multiple bed types,223.69400000000002,Ko Chang,Thailand,0,0,0,0,0,0,0,0
The Grass Serviced Suites,Pattaya,7.9,8.1,Suite,1 full bed,76.047,Pattaya,Thailand,0,1,0,0,0,0,0,1
Siam Mandarina Hotel - Suvarnabhumi Airport,Lat Krabang,7.7,8.3,Deluxe Twin Room,2 twin beds,168.207,Lat Krabang,Thailand,2,0,0,0,0,0,0,2
Siam Mandarina Hotel - Suvarnabhumi Airport,Lat Krabang,7.7,8.3,Deluxe Twin Room,2 twin beds,168.207,Lat Krabang,Thailand,2,0,0,0,0,0,0,2
Lanta Pearl Beach Resort,"Long Beach, Ko Lanta",8.8,9.1,Bungalow with Air Conditioning,1 king bed,73.19800000000001,Ko Lanta,Thailand,0,0,0,1,0,0,0,1
Koh Kood Garden View,"Klong Chao Beach, Ko Kood",8.1,0.0,Standard Bungalow with Fan,1 queen bed,52.403,Ko Kood,Thailand,0,0,1,0,0,0,0,1
We Briza Hotel Chiangmai,"Chang Moi, Chiang Mai",7.4,0.0,Deluxe Triple Room,Multiple bed types,42.618,Chiang Mai,Thailand,0,0,0,0,0,0,0,0
Mövenpick Hotel Sukhumvit 15 Bangkok,"Wattana, Bangkok",7.7,8.2,Superior King Room,1 king bed,178.681,Bangkok,Thailand,0,0,0,1,0,0,0,1
Stay Wellbeing & Lifestyle Resort,Rawai Beach,9.0,9.5,Junior Suite with Garden View,Multiple bed types,261.839,Phuket,Thailand,0,0,0,0,0,0,0,0
Mercure Pattaya Ocean Resort,Pattaya,7.7,8.1,Superior Twin Room,2 twin beds,148.241,Pattaya,Thailand,2,0,0,0,0,0,0,2
OYO 628 Dao Krajang,Phetchaburi,7.1,0.0,Standard Double Room,1 queen bed,27.886,Phetchaburi,Thailand,0,0,1,0,0,0,0,1
ibis Bangkok Siam,"Pathumwan, Bangkok",8.1,8.5,Standard Double Room,1 queen bed,144.39000000000001,Bangkok,Thailand,0,0,1,0,0,0,0,1
Hop Inn Roi Et,Roi Et,8.2,8.3,Standard Twin Room,2 twin beds,39.187,Roi Et,Thailand,2,0,0,0,0,0,0,2
Thezen Hotel,Yasothon,6.4,8.0,Double Room,1 full bed,51.756,Yasothon,Thailand,0,1,0,0,0,0,0,1
"Holiday Ao Nang Beach Resort, Krabi - SHA Extra Plus","Nopparat Thara Beach, Ao Nang Beach",7.8,8.1,Family Room with Garden View,   1 double or 2 twins,487.687,Krabi,Thailand,2,0,0,0,0,0,0,2
"Holiday Inn Bangkok Silom, an IHG Hotel","Bang Rak, Bangkok",8.5,8.9,Deluxe Room with Two Beds - Smoking,2 twin beds,184.309,Bangkok,Thailand,2,0,0,0,0,0,0,2
NORN Nimman13 Boutique Hotel Chiang Mai,"Nimmanhaemin, Chiang Mai",8.8,9.1,Superior Queen Room,"2 beds (1 twin, 1 queen)",131.936,Chiang Mai,Thailand,1,0,1,0,0,0,0,2
,Uthai Thani,8.5,8.6,Double Room with Mountain View,1 king bed,45.286,Uthai Thani,Thailand,0,0,0,1,0,0,0,1
Royal Cliff Beach Hotel - SHA Extra Plus,Pattaya South,8.3,8.7,Mini Suite Plus Sun Rise Twin Bed,Multiple bed types,289.261,Pattaya,Thailand,0,0,0,0,0,0,0,0
Baan Suan Leelawadee Resort Nan,Nan,9.0,9.1,Standard Double Room,1 king bed,82.971,Nan,Thailand,0,0,0,1,0,0,0,1
Sai Naam Lanta Residence SHA Plus,"Phra Ae Beach, Ko Lanta",8.1,8.4,One-Bedroom Apartment,"2 beds (1 sofa bed, 1 queen)",156.192,Ko Lanta,Thailand,0,0,1,0,0,0,0,2
Khunyuam Resort,Ban Khun Yuam,8.8,8.9,Budget Twin Room,2 twin beds,41.243,Ban Khun Yuam,Thailand,2,0,0,0,0,0,0,2
Proud Phu Fah Hip & Green Resort,Mae Rim,8.8,9.0,Tree Top for 2 people,1 queen bed,361.737,Mae Rim,Thailand,0,0,1,0,0,0,0,1
Proud Phu Fah Hip & Green Resort,Mae Rim,8.8,9.0,Tree Top for 2 people,1 queen bed,361.737,Mae Rim,Thailand,0,0,1,0,0,0,0,1
Krabi Golden Hill Hotel,Krabi,7.7,8.2,Standard Twin Room,2 twin beds,53.604,Krabi,Thailand,2,0,0,0,0,0,0,2
"Le Meridien Chiang Rai Resort, Thailand",Chiang Rai,9.0,9.4,"Deluxe Garden View, Guest room, 2 Twin/Single Bed(s)",2 twin beds,229.592,Chiang Rai,Thailand,2,0,0,0,0,0,0,2
  Banpataraphan Khunyuam Maehongson Thailand,Ban Khun Yuam,7.1,0.0,Standard Twin Room,2 twin beds,38.17,Ban Khun Yuam,Thailand,2,0,0,0,0,0,0,2
The Villager Fishermans Village,"Fisherman Village, Bophut",8.1,8.3,Standard Double Room,1 king bed,98.276,Bophut,Thailand,0,0,0,1,0,0,0,1
The Villager Fishermans Village,"Fisherman Village, Bophut",8.1,8.3,Standard Double Room,1 king bed,98.276,Bophut,Thailand,0,0,0,1,0,0,0,1
Debua Mahasarakham,Maha Sarakham,7.1,0.0,Deluxe Triple Room,"2 beds (1 twin, 1 full)",54.991,Maha Sarakham,Thailand,1,1,0,0,0,0,0,2
Nara Residence Trang,Trang,9.0,9.6,Family Room,"4 beds (2 twins, 1 bunk bed, 1 futon)",164.239,Trang,Thailand,2,0,0,0,0,0,0,4
Fern Resort Mae Hong Son,Mae Hong Son,8.9,8.7,Deluxe Double or Twin Room,   1 double or 2 twins,87.33800000000001,Mae Hong Son,Thailand,2,0,0,0,0,0,0,2
Shanghai Mansion Bangkok - SHA Extra Plus,"Chinatown, Bangkok",8.5,8.8,Superior Double or Twin Room,   1 double or 2 twins,181.311,Bangkok,Thailand,2,0,0,0,0,0,0,2
ibis Styles Bangkok Sukhumvit 4,"Khlong Toei, Bangkok",8.4,8.8,Standard Queen Room,1 full bed,108.41,Bangkok,Thailand,0,1,0,0,0,0,0,1
Sheraton Samui Resort,"Chaweng Noi Beachfront, Chaweng Noi Beach",8.4,9.0,"Deluxe, Guest room, 2 Twin/Single Bed(s)",2 twin beds,421.709,Chaweng Noi Beach,Thailand,2,0,0,0,0,0,0,2
LANTA PURA beach resort-SHA extra plus,"Saladan, Ko Lanta",8.4,8.5,Deluxe Double or Twin Room,1 king bed,97.266,Ko Lanta,Thailand,0,0,0,1,0,0,0,1
Mercure Bangkok Sukhumvit 24,"Khlong Toei, Bangkok",8.5,9.0,Superior King Room with City View,1 king bed,187.505,Bangkok,Thailand,0,0,0,1,0,0,0,1
Mövenpick Asara Resort & Spa Hua Hin,Hua Hin,8.9,9.2,Villa with Private Pool,"2 beds (1 king, 1 sofa bed)",499.502,Hua Hin,Thailand,0,0,0,1,0,0,0,2
Peach Blossom Resort & Pool Villa - SHA Plus,Karon Beach,7.6,0.0,Grand Deluxe Double or Twin Room,Multiple bed types,132.508,Phuket,Thailand,0,0,0,0,0,0,0,0
Hansar Samui Resort & Spa - SHA Extra Plus,"Fisherman Village, Bophut",8.8,9.0,Deluxe Room,1 king bed,461.922,Bophut,Thailand,0,0,0,1,0,0,0,1
Hansar Samui Resort & Spa - SHA Extra Plus,"Fisherman Village, Bophut",8.8,9.0,Deluxe Room,1 king bed,461.922,Bophut,Thailand,0,0,0,1,0,0,0,1
99 The Gallery Hotel- SHA Extra Plus,"Si Phum, Chiang Mai",8.5,8.9,Standard Double or Twin Room,   1 double or 2 twins,63.969,Chiang Mai,Thailand,2,0,0,0,0,0,0,2
Vapa Hotel - SHA Extra Plus,Phuket,7.6,8.1,Superior Twin Room,2 twin beds,63.349000000000004,Phuket,Thailand,2,0,0,0,0,0,0,2
,Ban Dan Chang,8.1,8.5,Superior Queen Room,1 queen bed,45.286,Ban Dan Chang,Thailand,0,0,1,0,0,0,0,1
Saiyok River House,Sai Yok,7.5,0.0,Deluxe Room with River View,1 queen bed,51.756,Sai Yok,Thailand,0,0,1,0,0,0,0,1
The Ember Hotel,"Khaosan, Bangkok",8.8,9.2,Standard Queen Room,1 full bed,156.747,Bangkok,Thailand,0,1,0,0,0,0,0,1
Hotel Loy Chiang Mai,"Chang Khlan, Chiang Mai",9.2,9.5,Deluxe Double Room,1 queen bed,258.541,Chiang Mai,Thailand,0,0,1,0,0,0,0,1
MORA Boutique Hotel - SHA Extra Plus,Chiang Rai,9.3,9.6,Deluxe Double Room with City View-No Breakfast,1 king bed,165.859,Chiang Rai,Thailand,0,0,0,1,0,0,0,1
Nakamanda Resort and Spa- SHA Plus,Klong Muang Beach,9.0,9.1,Sala Villa Lower Garden,"2 beds (1 sofa bed, 1 queen)",370.48900000000003,Klong Muang Beach,Thailand,0,0,1,0,0,0,0,2
Nakamanda Resort and Spa- SHA Plus,Klong Muang Beach,9.0,9.1,Sala Villa Lower Garden,"2 beds (1 sofa bed, 1 queen)",370.48900000000003,Klong Muang Beach,Thailand,0,0,1,0,0,0,0,2
Mercure Bangkok Siam,"Pathumwan, Bangkok",8.5,8.8,Superior Queen Room,"2 beds (1 full, 1 sofa bed)",201.072,Bangkok,Thailand,0,1,0,0,0,0,0,2
Ibis Bangkok Sukhumvit 4,"Khlong Toei, Bangkok",7.9,8.4,Superior Twin Room,2 twin beds,76.377,Bangkok,Thailand,2,0,0,0,0,0,0,2
 ,Seka,7.4,0.0,Superior Queen Room,1 queen bed,44.193,Seka,Thailand,0,0,1,0,0,0,0,1
Shama Lakeview Asoke Bangkok,"Khlong Toei, Bangkok",8.5,9.0,Studio King,1 king bed,188.842,Bangkok,Thailand,0,0,0,1,0,0,0,1
Stay with Nimman Chiang Mai - SHA Extra Plus,"Nimmanhaemin, Chiang Mai",8.4,8.7,Superior King,1 full bed,99.32900000000001,Chiang Mai,Thailand,0,1,0,0,0,0,0,1
Hilton Garden Inn Phuket Bang Tao - SHA Extra Plus,Bang Tao Beach,9.0,9.4,Twin Guest Room,2 twin beds,231.571,Bang Tao Beach,Thailand,2,0,0,0,0,0,0,2
Hilton Garden Inn Phuket Bang Tao - SHA Extra Plus,Bang Tao Beach,9.0,9.4,Twin Guest Room,2 twin beds,231.571,Bang Tao Beach,Thailand,2,0,0,0,0,0,0,2
Kesorn Boutique Residence at 8 Riew,Chachoengsao,7.8,0.0,Budget Double Room,1 full bed,36.229,Chachoengsao,Thailand,0,1,0,0,0,0,0,1
Grand Mercure Bangkok Atrium,"Huai Khwang, Bangkok",7.8,8.4,Skyline Room with One King Bed - High Floor,1 king bed,124.214,Bangkok,Thailand,0,0,0,1,0,0,0,1
The Krabi Forest Homestay,Ao Nang Beach,8.9,9.1,Single Room with Garden View,2 twin beds,44.543,Krabi,Thailand,2,0,0,0,0,0,0,2
The Room at Maesai,Mae Sai,9.2,9.7,Loft Twin  Room,2 twin beds,64.339,Mae Sai,Thailand,2,0,0,0,0,0,0,2
De Chai Oriental Nimman - SHA Plus,"Nimmanhaemin, Chiang Mai",8.7,9.1,Superior Double Room,1 king bed,163.566,Chiang Mai,Thailand,0,0,0,1,0,0,0,1
Punnpreeda Beach Resort - SHA Plus Certified,Bangrak Beach,7.6,8.0,Deluxe Villa with one way airport transfer,1 full bed,164.972,Bangrak Beach,Thailand,0,1,0,0,0,0,0,1
 ,Ban Don Klang,8.8,9.3,Standard Twin Room with Mountain View,6 twin beds,46.742000000000004,Ban Don Klang,Thailand,6,0,0,0,0,0,0,6
Ibis Phuket Patong,Patong Beach,7.7,0.0,Superior Twin Room,2 twin beds,80.336,Phuket,Thailand,2,0,0,0,0,0,0,2
Jamahkiri Dive Resort & Spa,"Ao Thian Og, Ko Tao",8.6,9.1,Deluxe Room with Seaview,   1 double or 2 twins,335.12,Ko Tao,Thailand,2,0,0,0,0,0,0,2
The Wood Pattani Hotel,Ban Ru Sa Mi Lae,8.7,9.6,Deluxe Double Room,1 king bed,84.10300000000001,Ban Ru Sa Mi Lae,Thailand,0,0,0,1,0,0,0,1
River Resort & Spa,Sa Kaeo,7.2,0.0,Standard King Room,1 queen bed,51.821,Sa Kaeo,Thailand,0,0,1,0,0,0,0,1
Palm Coco Mantra,"Thong Takian, Lamai",9.1,9.3,Villa (2 Adults),1 king bed,210.018,Lamai,Thailand,0,0,0,1,0,0,0,1
Chalong Chalet Resort,Chalong,8.1,8.6,Double Room with Garden View,1 full bed,112.084,Phuket,Thailand,0,1,0,0,0,0,0,1
Adelphi Pattaya - SHA Extra Plus,Pattaya,8.2,8.7,Deluxe Double or Twin Room with Balcony,   1 double or 2 twins,145.69400000000002,Pattaya,Thailand,2,0,0,0,0,0,0,2
Royal Muang Samui Villas - SHA Extra Plus,Choeng Mon Beach,8.6,8.9,One-Bedroom Family Pool Suite,"2 beds (1 twin, 1 full)",751.955,Choeng Mon Beach,Thailand,1,1,0,0,0,0,0,2
Pullman Bangkok Hotel G,"Bang Rak, Bangkok",7.8,8.3,G Deluxe Room with Double Bed,1 full bed,194.085,Bangkok,Thailand,0,1,0,0,0,0,0,1
The Fair House Beach Resort & Hotel - SHA Extra Plus,"Chaweng Noi Beachfront, Chaweng Noi Beach",8.0,8.4,Family Suite,"3 beds (2 twins, 1 full)",442.514,Chaweng Noi Beach,Thailand,2,1,0,0,0,0,0,3
A Hotel Budget,Chiang Saen,7.6,0.0,Superior Double or Twin Room with City View,Multiple bed types,38.817,Chiang Rai,Thailand,0,0,0,0,0,0,0,0
BANDER HOTEL,Phu Khieo,8.1,8.1,Standard Double Room,1 king bed,40.758,Phu Khieo,Thailand,0,0,0,1,0,0,0,1
The Andaman Beach Hotel Phuket Patong - SHA Extra Plus,Patong Beach,8.0,8.5,Superior King Room,1 king bed,116.45100000000001,Phuket,Thailand,0,0,0,1,0,0,0,1
Chang Buri Resort & Spa,"White Sand Beach, Ko Chang",8.2,8.6,Koh Chang Hillside Room,   1 double or 2 twins,120.785,Ko Chang,Thailand,2,0,0,0,0,0,0,2
Celes Samui,Bophut,8.8,9.2,Standard Double or Twin Room,   1 double or 2 twins,272.366,Ko Samui,Thailand,2,0,0,0,0,0,0,2
Millennium Hilton Bangkok,"Riverside, Bangkok",8.6,9.1,Family Suite,"2 beds (1 king, 1 sofa bed)",762.947,Bangkok,Thailand,0,0,0,1,0,0,0,2
Sugar Marina Resort CLIFFHANGER Aonang - SHA Extra Plus,Ao Nang Beach,8.6,9.0,Deluxe Double or Twin Room with Cliff View,"2 beds (1 twin, 1 king)",126.74600000000001,Krabi,Thailand,1,0,0,1,0,0,0,2
Malibu Beach Bungalows,Chaloklum,7.8,0.0,Bungalow with Garden View,1 king bed,131.007,Ko Phangan,Thailand,0,0,0,1,0,0,0,1
Petchsiri Room ,Ban Chuat Plai Mai,7.8,8.6,Deluxe Room,1 full bed,43.9,Ban Chuat Plai Mai,Thailand,0,1,0,0,0,0,0,1
Tropica Bungalow Beach Hotel - SHA Extra Plus,Patong Beach,7.9,8.3,Superior Bungalow,Multiple bed types,232.90200000000002,Phuket,Thailand,0,0,0,0,0,0,0,0
Khum Lanna Boutique Hotel,Si Sa Ket,7.8,8.0,King Room with Garden View,1 king bed,64.048,Si Sa Ket,Thailand,0,0,0,1,0,0,0,1
The Beach Samui - SHA Extra Plus,Taling Ngam Beach,9.0,9.6,Villa,2 king beds,388.17,Taling Ngam Beach,Thailand,0,0,0,2,0,0,0,2
The Imperial Narathiwat Hotel,Narathiwat,6.0,0.0,Deluxe Double or Twin Room,   1 double or 2 twins,52.354,Narathiwat,Thailand,2,0,0,0,0,0,0,2
Aquavana Haad Rin Resort,"Haad Rin Nok, Haad Rin",8.3,8.7,Deluxe Twin Room with Balcony,2 twin beds,121.99600000000001,Haad Rin,Thailand,2,0,0,0,0,0,0,2
 Raibumrungphol,Mae Wang,8.1,0.0,Deluxe Dome,1 queen bed,139.935,Mae Wang,Thailand,0,0,1,0,0,0,0,1
De Lanna Hotel,"Si Phum, Chiang Mai",8.4,8.7,Deluxe Twin Room,2 twin beds,137.153,Chiang Mai,Thailand,2,0,0,0,0,0,0,2
The Riverie by Katathani SHA Extra Plus,Chiang Rai,9.0,9.5,Deluxe Twin Garden View,2 twin beds,214.418,Chiang Rai,Thailand,2,0,0,0,0,0,0,2
Villa Cha-Cha Krabi Beachfront Resort,Ao Nam Mao,7.2,0.0,Deluxe Double Room with Balcony,1 full bed,133.983,Krabi,Thailand,0,1,0,0,0,0,0,1
SALA Samui Choengmon Beach Resort - SHA Plus,Choeng Mon Beach,9.1,9.4,One-Bedroom Villa with Private Pool,1 queen bed,1144.347,Choeng Mon Beach,Thailand,0,0,1,0,0,0,0,1
Sivana Villas Hua Hin,Hua Hin,8.3,8.7,2 Bedrooms Garden Pool Villa,"2 beds (1 king, 1 queen)",302.253,Hua Hin,Thailand,0,0,1,1,0,0,0,2
"Fair House Villas & Spa, Koh Samui - SHA Extra Plus",Mae Nam,8.2,8.3,Sunset Suite,1 full bed,350.462,Ko Samui,Thailand,0,1,0,0,0,0,0,1
NK Residence Sakon Nakhon,Sakon Nakhon,8.2,8.4,Standard Twin Room,2 twin beds,45.286,Sakon Nakhon,Thailand,2,0,0,0,0,0,0,2
Tanote Villa SHA Extra Plus,Ko Tao,8.4,8.7,Deluxe Double or Twin Room with Garden View,Multiple bed types,149.963,Ko Tao,Thailand,0,0,0,0,0,0,0,0
Aonang Silver Orchid Resort,Ao Nang Beach,7.9,8.3,Superior Double Room,   1 double or 2 twins,75.775,Krabi,Thailand,2,0,0,0,0,0,0,2
GLOW Sukhumvit 5,"Wattana, Bangkok",7.9,8.4,Deluxe King Room,1 king bed,164.336,Bangkok,Thailand,0,0,0,1,0,0,0,1
ZONE STATIONSthatphanom,That Phanom,8.1,8.7,Twin Room with Bathroom,2 twin beds,49.261,That Phanom,Thailand,2,0,0,0,0,0,0,2
ZONE STATIONSthatphanom,That Phanom,8.1,8.7,Twin Room with Bathroom,2 twin beds,49.261,That Phanom,Thailand,2,0,0,0,0,0,0,2
Nak Nakara Hotel-SHA Extra Plus,Chiang Rai,8.7,8.9,Executive Deluxe Twin Room,2 twin beds,108.688,Chiang Rai,Thailand,2,0,0,0,0,0,0,2
Hop Inn Phetchabun,Phetchabun,8.7,9.1,Standard Double Room,1 queen bed,43.346000000000004,Phetchabun,Thailand,0,0,1,0,0,0,0,1
Hop Inn Phetchabun,Phetchabun,8.7,9.1,Standard Double Room,1 queen bed,43.346000000000004,Phetchabun,Thailand,0,0,1,0,0,0,0,1
Sabai Corner Bungalows - SHA Extra Plus,Ko Yao Noi,8.4,8.0,Bungalow with Garden View,1 queen bed,53.318,Ko Yao Noi,Thailand,0,0,1,0,0,0,0,1
"Holiday Inn Pattaya, an IHG Hotel",Pattaya,8.6,9.0,Standard Room,   1 double or 2 twins,250.041,Pattaya,Thailand,2,0,0,0,0,0,0,2
HOMA Phuket Town,Phuket,9.1,9.4,Studio Classic,1 queen bed,106.315,Phuket,Thailand,0,0,1,0,0,0,0,1
Suporn Lakeview,Trakan Phut Phon,7.7,8.2,Deluxe Apartment,"2 beds (1 king, 1 sofa bed)",45.286,Trakan Phut Phon,Thailand,0,0,0,1,0,0,0,2
Rimpao Hotel,Kalasin,6.6,0.0,Deluxe Double or Twin Room,"3 beds (2 twins, 1 full)",71.21000000000001,Kalasin,Thailand,2,1,0,0,0,0,0,3
LG Lemon Grass,Na Jomtien,7.0,0.0,Deluxe Double Room with Balcony and Sea View,1 king bed,125.693,Pattaya,Thailand,0,0,0,1,0,0,0,1
OYO 1044 Vassana Resort,Sattahip,7.3,0.0,Superior Double Room,1 king bed,46.036,Sattahip,Thailand,0,0,0,1,0,0,0,1
Viang Thapae Resort- SHA Extra Plus,"Chang Moi, Chiang Mai",8.8,9.3,Superior Double Room,1 full bed,114.669,Chiang Mai,Thailand,0,1,0,0,0,0,0,1
AMPM Hotel,Sungai Kolok,8.0,0.0,Double Room with Private Bathroom,1 king bed,46.429,Sungai Kolok,Thailand,0,0,0,1,0,0,0,1
SO Bangkok,"Bang Rak, Bangkok",8.4,9.0,SO Cozy Double Room with City View,1 full bed,342.421,Bangkok,Thailand,0,1,0,0,0,0,0,1
The Duchess Hotel - SHA Plus,"Pathumwan, Bangkok",8.1,8.5,Superior One-Bedroom,1 king bed,263.422,Bangkok,Thailand,0,0,0,1,0,0,0,1
